순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1882,160600,에스엔텍비엠,"1,645","-165","-9.1","1,422,565","2,406,687,125","1,800","1,810","1,640","49,574,053,935","0.00","30,136,203",,,
1883,025530,SJM홀딩스,"3,305","-10","-0.3","12,298","40,668,030","3,315","3,320","3,285","49,356,896,440","0.00","14,934,008",,,
1884,024740,한일단조,"1,650","-15","-0.9","385,098","638,989,590","1,660","1,680","1,645","49,320,691,200","0.00","29,891,328",,,
1885,062860,티엘아이,"4,990","0","0.0","24,067","119,236,550","4,990","4,990","4,920","49,264,872,800","0.00","9,872,720",,,
1886,072770,율호,"1,365","0","0.0","294,005","401,043,820","1,365","1,395","1,345","49,082,012,070","0.00","35,957,518",,,
1887,065770,CS,"2,605","-20","-0.8","74,264","192,630,430","2,660","2,660","2,560","49,065,565,750","0.00","18,835,150",,,
1888,127160,매직마이크로,"795","-38","-4.6","3,265,027","2,550,725,586","845","846","760","48,884,806,785","0.00","61,490,323",,,
1889,033430,디에스티,"872","-46","-5.0","649,483","579,626,024","918","920","872","48,836,381,800","0.00","56,005,025",,,
1890,228180,티씨엠생명과학,"14,900","-100","-0.7","1,623","23,012,300","14,200","15,000","14,050","48,670,403,000","0.00","3,266,470",,,
1891,067920,이글루시큐리티,"4,390","0","0.0","3,110","13,605,680","4,390","4,440","4,330","48,272,962,410","0.00","10,996,119",,,
1892,138070,신진에스엠,"5,380","-60","-1.1","3,265","17,678,160","5,500","5,500","5,380","48,270,344,540","0.00","8,972,183",,,
1893,007630,폴루스바이오팜,"1,225","0","0.0","0","0","0","0","0","48,156,675,700","0.00","39,311,572",,,
1894,031980,피에스케이홀딩스,"8,620","-80","-0.9","36,097","309,742,190","8,630","8,750","8,500","47,983,954,080","0.00","5,566,584",,,
1895,189690,포시에스,"6,070","-10","-0.2","11,246","67,427,050","6,040","6,080","5,960","47,833,560,610","0.00","7,880,323",,,
1896,053290,NE능률,"3,355","-85","-2.5","159,722","541,333,690","3,460","3,465","3,345","47,825,384,090","0.00","14,254,958",,,
1897,154030,아시아종묘,"5,180","-50","-1.0","59,564","310,899,900","5,190","5,270","5,160","47,736,492,020","0.00","9,215,539",,,
1898,150440,피노텍,"4,980","0","0.0","7,973","38,633,570","5,040","5,040","4,800","47,635,751,760","0.00","9,565,412",,,
1899,208350,지란지교시큐리티,"6,120","-10","-0.2","15,663","95,322,590","6,080","6,160","6,060","47,580,141,960","0.00","7,774,533",,,
1900,170030,현대공업,"3,100","25","0.8","41,056","126,390,845","3,075","3,120","3,060","47,554,000,000","0.00","15,340,000",,,
1901,054630,에이디칩스,"1,080","10","0.9","1,080,525","1,160,079,910","1,070","1,090","1,050","47,522,587,680","0.00","44,002,396",,,
1902,008370,원풍,"3,955","-10","-0.2","14,205","55,807,340","3,965","3,965","3,915","47,460,000,000","0.00","12,000,000",,,
1903,001620,케이비아이동국실업,"718","-6","-0.8","214,806","154,667,374","728","734","710","47,418,207,696","0.00","66,042,072",,,
1904,006110,삼아알미늄,"4,305","80","1.9","13,122","56,001,470","4,230","4,305","4,225","47,355,000,000","0.00","11,000,000",,,
1905,070300,한솔시큐어,"6,420","0","0.0","6,449","41,388,520","6,550","6,670","6,330","47,290,195,080","0.00","7,366,074",,,
1906,024910,경창산업,"1,320","60","4.8","187,321","247,086,020","1,260","1,385","1,260","47,281,086,600","0.00","35,819,005",,,
1907,139050,데일리블록체인,"957","-58","-5.7","5,067,937","4,951,984,613","1,015","1,020","950","47,267,607,123","0.00","49,391,439",,,
1908,032800,판타지오,"650","-5","-0.8","248,991","161,769,358","666","666","642","47,257,562,950","0.00","72,703,943",,,
1909,053270,구영테크,"1,790","-85","-4.5","1,092,891","1,991,388,950","1,850","1,875","1,790","47,245,571,460","0.00","26,394,174",,,
1910,093240,형지엘리트,"1,510","5","0.3","967,302","1,463,950,995","1,505","1,550","1,480","47,043,744,980","0.00","31,154,798",,,
1911,012340,뉴인텍,"1,565","-60","-3.7","250,646","395,633,195","1,620","1,640","1,560","47,019,645,630","0.00","30,044,502",,,
1912,224110,에이텍티앤,"8,780","70","0.8","26,330","230,461,180","8,650","8,800","8,650","46,885,200,000","0.00","5,340,000",,,
1913,006880,신송홀딩스,"3,960","5","0.1","32,172","127,034,725","3,915","4,000","3,915","46,842,277,680","0.00","11,828,858",,,
1914,038160,팍스넷,"4,080","-155","-3.7","2,717,086","11,518,708,695","4,240","4,405","4,025","46,810,182,720","0.00","11,473,084",,,
1915,054540,삼영엠텍,"3,595","30","0.8","60,954","217,630,950","3,580","3,600","3,520","46,735,000,000","0.00","13,000,000",,,
1916,004830,덕성,"2,970","10","0.3","29,592","88,151,205","2,960","2,995","2,960","46,569,600,000","0.00","15,680,000",,,
1917,111820,지와이커머스,"2,250","0","0.0","0","0","0","0","0","46,253,270,250","0.00","20,557,009",,,
1918,126640,화신정공,"1,270","15","1.2","395,754","498,810,320","1,255","1,280","1,245","46,194,836,490","0.00","36,373,887",,,
1919,032540,TJ미디어,"3,315","20","0.6","1,803","5,983,960","3,295","3,340","3,255","46,183,283,835","0.00","13,931,609",,,
1920,089850,유비벨록스,"6,480","0","0.0","11,768","76,122,130","6,530","6,530","6,420","46,109,716,560","0.00","7,115,697",,,
1921,096300,베트남개발1,"356","1","0.3","46,299","16,499,457","356","358","354","46,063,186,388","0.00","129,390,973",,,
1922,290270,휴네시온,"4,785","-30","-0.6","81,102","388,445,750","4,800","4,900","4,715","45,972,710,520","0.00","9,607,672",,,
1923,003465,유화증권우,"13,150","-100","-0.8","2,942","38,494,200","13,250","13,250","13,000","45,962,997,750","0.00","3,495,285",,,
1924,039230,에이아이비트,"440","1","0.2","1,165,588","503,772,777","440","442","424","45,919,532,120","0.00","104,362,573",,,
1925,030350,드래곤플라이,"2,865","45","1.6","35,489","100,217,850","2,850","2,865","2,775","45,864,326,715","0.00","16,008,491",,,
1926,050960,수산아이앤티,"6,790","10","0.2","8,187","55,186,190","6,790","6,830","6,690","45,839,290,000","0.00","6,751,000",,,
1927,008470,부스타,"5,440","0","0.0","10,701","58,045,110","5,430","5,460","5,390","45,722,112,000","0.00","8,404,800",,,
1928,085670,뉴프렉스,"2,160","10","0.5","65,934","141,554,030","2,145","2,180","2,125","45,697,044,240","0.00","21,156,039",,,
1929,058220,아리온,"1,260","110","9.6","697,523","841,874,220","1,175","1,265","1,130","45,648,820,980","0.00","36,229,223",,,
1930,002220,한일철강,"2,040","0","0.0","6,486","13,182,605","2,040","2,045","2,025","45,537,553,200","0.00","22,322,330",,,
1931,039240,경남스틸,"1,820","30","1.7","98,569","177,899,295","1,795","1,840","1,780","45,500,000,000","0.00","25,000,000",,,
1932,088790,진도,"3,650","-80","-2.1","14,281","52,640,165","3,730","3,730","3,650","45,434,265,600","0.00","12,447,744",,,
1933,115480,씨유메디칼,"2,475","45","1.8","55,913","137,457,680","2,435","2,480","2,430","45,428,318,100","0.00","18,354,876",,,
1934,246250,에스엘에스바이오,"6,650","-50","-0.8","0","0","0","0","0","45,406,884,950","0.00","6,828,103",,,
1935,021650,한국큐빅,"2,770","0","0.0","421,963","1,168,497,635","2,785","2,820","2,730","45,291,059,510","0.00","16,350,563",,,
1936,075970,동국알앤에스,"2,460","40","1.6","138,755","339,841,530","2,440","2,470","2,440","45,264,000,000","0.00","18,400,000",,,
1937,092600,앤씨앤,"2,160","-35","-1.6","90,014","195,646,070","2,175","2,210","2,150","45,246,600,000","0.00","20,947,500",,,
1938,106080,하이소닉,"4,200","0","0.0","0","0","0","0","0","45,201,920,400","0.00","10,762,362",,,
1939,023150,MH에탄올,"6,110","-50","-0.8","44,529","270,078,140","6,030","6,120","6,030","45,082,793,860","0.00","7,378,526",,,
1940,050090,휘닉스소재,"650","10","1.6","229,074","147,861,313","637","659","637","44,940,312,300","0.00","69,138,942",,,
1941,046310,백금T&A,"2,890","0","0.0","135,813","391,685,040","2,905","2,915","2,865","44,757,745,010","0.00","15,487,109",,,
1942,036640,HRS,"2,735","10","0.4","65,291","177,753,545","2,700","2,745","2,695","44,730,378,000","0.00","16,354,800",,,
1943,053110,소리바다,"702","-8","-1.1","269,217","190,585,096","711","718","701","44,701,145,190","0.00","63,676,845",,,
1944,065500,오리엔트정공,"380","1","0.3","352,950","133,323,665","381","383","375","44,541,533,560","0.00","117,214,562",,,
1945,336040,이도바이오,"19,450","-300","-1.5","620","12,080,300","19,750","22,650","18,800","44,460,755,000","0.00","2,285,900",,,
1946,177350,베셀,"3,970","25","0.6","296,473","1,194,762,355","3,935","4,145","3,890","44,433,700,960","0.00","11,192,368",,,
1947,101390,아이엠,"1,050","10","1.0","97,805","101,986,495","1,045","1,060","1,030","44,334,328,500","0.00","42,223,170",,,
1948,155900,바다로19호,"2,915","-5","-0.2","7,692","22,389,270","2,915","2,915","2,910","44,308,011,660","0.00","15,200,004",,,
1949,033050,제이엠아이,"1,360","125","10.1","3,166,315","4,211,031,775","1,235","1,385","1,215","44,307,905,120","0.00","32,579,342",,,
1950,042600,새로닉스,"3,565","-10","-0.3","2,829","9,987,590","3,570","3,575","3,520","44,290,041,310","0.00","12,423,574",,,
1951,066110,한프,"838","-5","-0.6","112,594","94,802,189","828","852","828","44,246,064,800","0.00","52,799,600",,,
1952,096610,알에프세미,"5,440","0","0.0","26,394","143,535,790","5,430","5,490","5,410","44,178,076,800","0.00","8,120,970",,,
1953,145270,케이탑리츠,"975","0","0.0","884,862","859,755,635","973","984","960","43,969,425,825","0.00","45,096,847",,,
1954,011420,갤럭시아에스엠,"1,595","0","0.0","74,193","117,829,400","1,570","1,615","1,570","43,941,682,180","0.00","27,549,644",,,
1955,293580,나우IB,"4,635","20","0.4","19,587","90,710,130","4,615","4,650","4,605","43,939,800,000","0.00","9,480,000",,,
1956,071850,캐스텍코리아,"2,650","10","0.4","20,187","53,590,070","2,655","2,695","2,630","43,908,348,200","0.00","16,569,188",,,
1957,159910,스킨앤스킨,"326","3","0.9","329,240","107,205,439","326","333","320","43,878,820,860","0.00","134,597,610",,,
1958,101170,우림기계,"3,250","35","1.1","21,998","71,047,770","3,315","3,315","3,190","43,875,000,000","0.00","13,500,000",,,
1959,056090,유앤아이,"5,650","-20","-0.4","5,256","29,596,960","5,670","5,670","5,600","43,871,651,100","0.00","7,764,894",,,
1960,023350,한국종합기술,"4,005","-15","-0.4","21,233","84,669,945","3,980","4,035","3,975","43,854,750,000","0.00","10,950,000",,,
1961,109080,옵티시스,"7,780","-90","-1.1","33,025","258,966,390","7,920","7,920","7,780","43,848,080,000","0.00","5,636,000",,,
1962,085910,네오티스,"3,980","-5","-0.1","10,652","42,177,750","3,965","3,990","3,950","43,834,438,440","0.00","11,013,678",,,
1963,053050,지에스이,"1,460","30","2.1","23,456","34,002,835","1,455","1,460","1,435","43,781,891,620","0.00","29,987,597",,,
1964,070590,한솔인티큐브,"3,135","5","0.2","121,197","365,628,405","3,095","3,190","2,960","43,512,298,335","0.00","13,879,521",,,
1965,085810,알티캐스트,"2,050","40","2.0","91,488","182,935,670","2,010","2,050","1,970","43,507,478,000","0.00","21,223,160",,,
1966,214310,세미콘라이트,"518","-6","-1.2","930,469","481,785,960","528","531","515","43,372,088,718","0.00","83,729,901",,,
1967,000760,이화산업,"15,450","-100","-0.6","892","13,719,500","15,550","15,550","15,250","43,260,000,000","0.00","2,800,000",,,
1968,065370,위세아이텍,"12,700","700","5.8","8,502","106,419,450","12,100","12,750","12,000","43,180,000,000","0.00","3,400,000",,,
1969,038620,위즈코프,"1,110","-5","-0.4","348,463","385,022,275","1,120","1,120","1,100","43,102,156,920","0.00","38,830,772",,,
1970,104040,대성파인텍,"1,375","25","1.8","403,189","551,578,835","1,355","1,375","1,325","43,039,261,375","0.00","31,301,281",,,
1971,263020,디케이앤디,"5,540","-50","-0.9","54,911","304,746,070","5,550","5,700","5,500","43,008,139,080","0.00","7,763,202",,,
1972,219750,지티지웰니스,"3,490","-30","-0.8","37,532","130,912,305","3,520","3,540","3,460","42,983,768,340","0.00","12,316,266",,,
1973,001210,금호전기,"4,290","-460","-9.7","928,425","4,066,723,745","4,690","4,785","4,225","42,630,502,200","0.00","9,937,180",,,
1974,115570,스타플렉스,"6,600","100","1.5","28,759","189,303,560","6,420","6,800","6,420","42,594,644,400","0.00","6,453,734",,,
1975,204990,코썬바이오,"1,330","5","0.4","665,883","876,060,255","1,325","1,355","1,285","42,484,087,590","0.00","31,942,923",,,
1976,036620,버추얼텍,"799","-20","-2.4","182,565","147,100,606","819","819","798","42,363,908,438","0.00","53,021,162",,,
1977,007120,미래아이앤지,"327","-31","-8.7","2,533,551","836,416,933","361","361","320","42,341,316,396","0.00","129,484,148",,,
1978,066910,손오공,"1,570","15","1.0","85,504","134,229,770","1,560","1,580","1,560","42,226,972,770","0.00","26,896,161",,,
1979,052460,아이크래프트,"2,890","-110","-3.7","52,980","154,727,280","3,000","3,000","2,890","42,216,935,040","0.00","14,607,936",,,
1980,043710,서울리거,"1,430","0","0.0","90,000","130,373,935","1,400","1,475","1,400","42,206,890,440","0.00","29,515,308",,,
1981,017000,신원종합개발,"4,190","5","0.1","21,785","91,369,985","4,165","4,250","4,160","42,185,033,130","0.00","10,068,027",,,
1982,033230,인성정보,"2,200","40","1.8","67,294","142,493,790","2,160","2,205","2,050","42,148,196,200","0.00","19,158,271",,,
1983,269620,시스웍,"2,340","-35","-1.5","53,095","124,435,960","2,350","2,380","2,325","42,120,000,000","0.00","18,000,000",,,
1984,051390,YW,"3,705","-5","-0.1","9,597","35,540,000","3,710","3,735","3,675","42,071,638,440","0.00","11,355,368",,,
1985,032580,피델릭스,"1,595","5","0.3","77,095","121,930,790","1,595","1,605","1,560","41,948,286,270","0.00","26,299,866",,,
1986,015540,메디파트너생명공학,"5,480","-130","-2.3","94,770","515,764,190","5,520","5,660","5,330","41,848,173,440","0.00","7,636,528",,,
1987,128540,에코캡,"2,870","-5","-0.2","35,689","102,638,190","2,860","2,905","2,860","41,783,756,000","0.00","14,558,800",,,
1988,031860,엔에스엔,"1,750","210","13.6","3,342,721","5,684,107,165","1,540","1,800","1,540","41,708,754,500","0.00","23,833,574",,,
1989,127120,디엔에이링크,"3,630","-290","-7.4","118,308","440,117,045","3,915","3,915","3,525","41,659,843,830","0.00","11,476,541",,,
1990,081580,성우전자,"2,680","10","0.4","19,846","52,997,705","2,665","2,680","2,660","41,561,823,240","0.00","15,508,143",,,
1991,002290,삼일기업공사,"3,350","-15","-0.4","95,188","318,745,750","3,375","3,390","3,320","41,540,000,000","0.00","12,400,000",,,
1992,153490,우리이앤엘,"831","85","11.4","2,529,875","2,023,599,574","747","839","747","41,466,900,000","0.00","49,900,000",,,
1993,175140,인포마크,"11,350","-200","-1.7","855","9,589,450","11,550","11,700","11,000","41,464,455,600","0.00","3,653,256",,,
1994,184230,SGA솔루션즈,"1,130","-30","-2.6","239,285","270,966,500","1,170","1,180","1,105","41,443,917,290","0.00","36,676,033",,,
1995,007770,한일화학,"11,800","-50","-0.4","6,004","70,873,300","11,800","11,850","11,700","41,418,000,000","0.00","3,510,000",,,
1996,089150,케이씨티,"2,415","0","0.0","83,641","202,448,445","2,450","2,450","2,405","41,417,250,000","0.00","17,150,000",,,
1997,065420,에스아이리소스,"639","0","0.0","0","0","0","0","0","41,281,932,996","0.00","64,603,964",,,
1998,014910,성문전자,"2,105","20","1.0","124,419","262,092,015","2,080","2,135","2,075","41,019,833,985","0.00","19,486,857",,,
1999,025880,케이씨피드,"2,450","65","2.7","451,694","1,123,070,865","2,395","2,450","2,355","40,953,852,100","0.00","16,715,858",,,
2000,071950,코아스,"1,325","-5","-0.4","90,610","120,035,695","1,345","1,345","1,315","40,952,053,250","0.00","30,907,210",,,
2001,018500,동원금속,"875","5","0.6","44,131","38,427,746","870","880","868","40,910,566,375","0.00","46,754,933",,,
2002,123010,아이에이네트웍스,"6,470","20","0.3","34,088","220,597,870","6,500","6,540","6,400","40,865,147,590","0.00","6,316,097",,,
2003,28513K,SK케미칼우,"28,000","-650","-2.3","56,819","1,599,771,750","28,600","28,800","27,850","40,842,760,000","0.00","1,458,670",,,
2004,075130,플랜티넷,"4,550","45","1.0","9,964","45,122,515","4,525","4,590","4,505","40,768,000,000","0.00","8,960,000",,,
2005,032960,동일기연,"12,400","-100","-0.8","10,062","122,858,200","12,500","12,550","12,000","40,724,650,400","0.00","3,284,246",,,
2006,141070,맥스로텍,"1,470","10","0.7","1,123,354","1,606,478,715","1,470","1,470","1,395","40,717,634,370","0.00","27,699,071",,,
2007,109820,진매트릭스,"2,205","75","3.5","657,380","1,441,041,375","2,150","2,240","2,130","40,705,986,825","0.00","18,460,765",,,
2008,009180,한솔로지스틱스,"1,475","100","7.3","608,251","877,158,425","1,380","1,475","1,370","40,529,201,875","0.00","27,477,425",,,
2009,079000,와토스코리아,"5,610","20","0.4","564","3,153,510","5,590","5,660","5,540","40,392,000,000","0.00","7,200,000",,,
2010,024900,덕양산업,"1,240","5","0.4","226,653","278,909,630","1,230","1,245","1,220","40,380,575,200","0.00","32,564,980",,,
2011,203450,유니온커뮤니티,"2,750","20","0.7","14,096","38,235,935","2,730","2,750","2,685","40,367,269,250","0.00","14,679,007",,,
2012,002680,한탑,"1,940","-25","-1.3","17,455","33,901,325","1,945","1,995","1,940","40,352,000,000","0.00","20,800,000",,,
2013,038950,파인디지털,"3,950","-30","-0.8","4,088","16,177,860","3,980","4,015","3,920","40,332,521,750","0.00","10,210,765",,,
2014,204840,지엘팜텍,"1,125","-65","-5.5","655,265","746,217,175","1,175","1,190","1,120","40,257,363,375","0.00","35,784,323",,,
2015,024070,WISCOM,"2,610","0","0.0","1,034","2,694,145","2,605","2,620","2,595","40,002,003,180","0.00","15,326,438",,,
2016,028080,휴맥스홀딩스,"3,170","60","1.9","7,341","23,220,900","3,180","3,180","3,110","39,870,694,020","0.00","12,577,506",,,
2017,032080,아즈텍WB,"1,855","25","1.4","73,883","136,058,975","1,830","1,865","1,825","39,865,858,795","0.00","21,491,029",,,
2018,065440,이루온,"1,460","55","3.9","232,487","336,412,005","1,410","1,475","1,410","39,821,529,200","0.00","27,275,020",,,
2019,024850,피에스엠씨,"995","12","1.2","58,748","58,302,298","991","996","961","39,816,440,385","0.00","40,016,523",,,
2020,071090,하이스틸,"19,900","-100","-0.5","3,673","73,079,400","20,000","20,200","19,700","39,798,885,600","0.00","1,999,944",,,
2021,122690,서진오토모티브,"2,020","0","0.0","18,755","37,645,195","2,000","2,035","1,995","39,473,316,920","0.00","19,541,246",,,
2022,065690,파커스,"2,825","-30","-1.0","29,325","83,082,920","2,865","2,865","2,810","39,446,912,925","0.00","13,963,509",,,
2023,205470,휴마시스,"1,400","-5","-0.4","44,403","61,712,390","1,405","1,415","1,375","39,442,085,200","0.00","28,172,918",,,
2024,220180,핸디소프트,"2,030","-35","-1.7","24,356","49,476,740","2,055","2,090","2,020","39,382,000,000","0.00","19,400,000",,,
2025,182690,테라셈,"2,505","-65","-2.5","610,601","1,601,087,130","2,620","2,810","2,425","39,275,113,440","0.00","15,678,688",,,
2026,900120,씨케이에이치,"355","7","2.0","166,966","57,954,160","348","355","342","39,193,582,235","0.00","110,404,457",,,
2027,079810,디이엔티,"3,290","-40","-1.2","107,582","353,553,055","3,365","3,365","3,200","39,157,635,930","0.00","11,902,017",,,
2028,093640,다믈멀티미디어,"3,625","0","0.0","41,561","150,078,295","3,615","3,655","3,560","39,144,693,000","0.00","10,798,536",,,
2029,33637L,두산솔루스2우B,"23,750","-1,850","-7.2","216,354","5,119,778,300","25,800","26,100","22,500","39,093,687,500","0.00","1,646,050",,,
2030,217950,파마리서치바이오,"9,620","-280","-2.8","196","1,886,760","9,720","11,350","9,400","38,955,141,420","0.00","4,049,391",,,
2031,066790,씨씨에스,"423","0","0.0","0","0","0","0","0","38,895,837,705","0.00","91,952,335",,,
2032,064850,에프앤가이드,"3,535","-230","-6.1","32,860","119,700,770","3,725","3,740","3,530","38,885,000,000","0.00","11,000,000",,,
2033,008775,호텔신라우,"51,700","300","0.6","4,287","220,744,800","51,500","51,900","51,300","38,872,144,300","0.00","751,879",,,
2034,012620,원일특강,"8,820","40","0.5","626","5,517,880","8,800","8,870","8,790","38,808,000,000","0.00","4,400,000",,,
2035,044180,KD,"495","0","0.0","0","0","0","0","0","38,784,885,480","0.00","78,353,304",,,
2036,260870,시그넷이브이,"8,140","-60","-0.7","4,799","38,979,420","8,200","8,720","7,900","38,726,872,140","0.00","4,757,601",,,
2037,136510,쎄미시스코,"7,170","20","0.3","21,970","157,453,900","7,140","7,230","7,130","38,718,000,000","0.00","5,400,000",,,
2038,059100,아이컴포넌트,"5,450","-10","-0.2","6,294","34,147,520","5,460","5,460","5,380","38,536,187,000","0.00","7,070,860",,,
2039,005820,원림,"17,500","-150","-0.8","374","6,517,750","17,400","17,550","17,400","38,500,000,000","0.00","2,200,000",,,
2040,114570,지스마트글로벌,"338","-25","-6.9","5,017,799","1,725,503,013","363","365","336","38,327,154,762","0.00","113,393,949",,,
2041,032860,글로스퍼랩스,"520","10","2.0","314,741","162,227,473","511","521","505","38,250,596,800","0.00","73,558,840",,,
2042,045300,성우테크론,"4,140","5","0.1","23,533","97,567,620","4,145","4,195","4,090","38,204,309,160","0.00","9,228,094",,,
2043,011300,성안,"670","-4","-0.6","25,415,836","17,848,741,654","710","777","640","38,094,766,200","0.00","56,857,860",,,
2044,154040,솔루에타,"2,925","40","1.4","39,622","115,998,675","2,890","2,970","2,880","37,966,927,050","0.00","12,980,146",,,
2045,131220,대한과학,"5,090","-30","-0.6","27,434","140,123,220","5,110","5,170","5,080","37,943,354,100","0.00","7,454,490",,,
2046,038110,에코플라스틱,"1,475","5","0.3","12,022","17,763,585","1,465","1,490","1,460","37,862,320,750","0.00","25,669,370",,,
2047,038010,제일테크노스,"4,200","15","0.4","24,110","100,731,035","4,185","4,215","4,145","37,800,000,000","0.00","9,000,000",,,
2048,002690,동일제강,"2,515","5","0.2","11,737","29,568,910","2,515","2,540","2,510","37,725,000,000","0.00","15,000,000",,,
2049,192390,윈하이텍,"3,675","-5","-0.1","17,173","62,819,515","3,680","3,720","3,625","37,716,841,050","0.00","10,263,086",,,
2050,014940,오리엔탈정공,"827","3","0.4","71,774","58,981,754","824","829","819","37,689,417,647","0.00","45,573,661",,,
2051,189860,서전기전,"3,865","65","1.7","46,481","177,868,815","3,795","3,865","3,730","37,485,784,700","0.00","9,698,780",,,
2052,008110,대동전자,"3,570","20","0.6","3,428","12,443,755","3,550","3,690","3,515","37,450,895,790","0.00","10,490,447",,,
2053,297570,알로이스,"2,295","-20","-0.9","49,259","113,000,500","2,325","2,330","2,285","37,384,205,130","0.00","16,289,414",,,
2054,023810,인팩,"3,735","-25","-0.7","4,865","18,137,395","3,760","3,760","3,710","37,350,000,000","0.00","10,000,000",,,
2055,33626L,두산퓨얼셀2우B,"12,450","-1,050","-7.8","206,445","2,645,286,800","13,200","13,600","12,300","37,179,435,000","0.00","2,986,300",,,
2056,023960,에쓰씨엔지니어링,"1,485","80","5.7","26,781","38,263,950","1,400","1,500","1,395","37,149,631,695","0.00","25,016,587",,,
2057,099410,동방선기,"2,740","10","0.4","63,913","175,175,470","2,730","2,775","2,710","37,102,345,480","0.00","13,541,002",,,
2058,311840,대원모방,"23,100","0","0.0","0","0","0","0","0","36,804,768,000","0.00","1,593,280",,,
2059,212560,네오오토,"4,670","60","1.3","15,223","71,117,000","4,610","4,710","4,610","36,776,077,210","0.00","7,874,963",,,
2060,210610,소프트캠프,"8,230","0","0.0","0","0","0","0","0","36,765,483,960","0.00","4,467,252",,,
2061,064480,브리지텍,"3,070","20","0.7","14,772","45,085,385","3,050","3,080","3,020","36,694,175,000","0.00","11,952,500",,,
2062,058420,제이웨이,"1,780","-540","-23.3","2,365,748","4,346,669,500","2,200","2,205","1,735","36,693,293,800","0.00","20,614,210",,,
2063,076080,웰크론한텍,"1,880","0","0.0","24,409","45,798,525","1,870","1,910","1,860","36,663,788,200","0.00","19,502,015",,,
2064,096640,멜파스,"1,615","30","1.9","109,347","174,758,480","1,630","1,630","1,580","36,619,356,260","0.00","22,674,524",,,
2065,226350,아이엠텍,"1,095","-15","-1.4","364,953","398,612,755","1,125","1,125","1,075","36,376,285,440","0.00","33,220,352",,,
2066,172580,하이골드12호,"2,785","0","0.0","5,874","16,339,450","2,785","2,785","2,780","36,328,932,500","0.00","13,044,500",,,
2067,052600,한네트,"3,130","-70","-2.2","64,654","203,999,485","3,200","3,200","3,130","36,194,381,000","0.00","11,563,700",,,
2068,900070,글로벌에스엠,"669","8","1.2","77,625","51,999,879","660","683","659","35,954,714,592","0.00","53,743,968",,,
2069,254120,자비스,"1,920","-10","-0.5","39,598","75,936,675","1,930","1,965","1,880","35,820,007,680","0.00","18,656,254",,,
2070,237750,피앤씨테크,"5,510","-20","-0.4","17,148","94,551,080","5,520","5,560","5,460","35,796,266,000","0.00","6,496,600",,,
2071,010420,한솔PNS,"1,740","-25","-1.4","149,218","260,966,290","1,760","1,775","1,735","35,657,840,880","0.00","20,493,012",,,
2072,098120,마이크로컨텍솔,"4,275","-165","-3.7","188,703","813,894,950","4,440","4,465","4,210","35,537,074,650","0.00","8,312,766",,,
2073,251280,안지오랩,"16,500","50","0.3","152","2,330,650","17,450","17,450","15,100","35,444,277,000","0.00","2,148,138",,,
2074,060260,뉴보텍,"1,230","10","0.8","286,510","350,551,315","1,220","1,240","1,205","35,348,869,140","0.00","28,738,918",,,
2075,019990,에너토크,"3,620","0","0.0","15,151","55,018,990","3,635","3,655","3,620","35,317,038,560","0.00","9,756,088",,,
2076,122800,썬텍,"1,000","0","0.0","0","0","0","0","0","35,153,085,000","0.00","35,153,085",,,
2077,158310,스타모빌리티,"2,900","-95","-3.2","272,132","805,673,835","2,995","3,065","2,870","35,007,761,800","0.00","12,071,642",,,
2078,101730,조이맥스,"4,100","-35","-0.8","3,471","14,253,460","4,150","4,150","4,075","34,871,459,400","0.00","8,505,234",,,
2079,119500,포메탈,"2,940","-15","-0.5","25,871","76,027,920","2,975","2,990","2,865","34,830,862,080","0.00","11,847,232",,,
2080,048830,엔피케이,"1,860","10","0.5","25,946","48,106,375","1,850","1,870","1,840","34,826,496,780","0.00","18,723,923",,,
2081,005450,신한,"4,945","0","0.0","0","0","0","0","0","34,727,938,855","0.00","7,022,839",,,
2082,123330,제닉,"4,960","-20","-0.4","20,900","104,174,580","4,980","5,060","4,950","34,720,000,000","0.00","7,000,000",,,
2083,043590,크로바하이텍,"1,490","0","0.0","0","0","0","0","0","34,717,000,000","0.00","23,300,000",,,
2084,049800,우진플라임,"3,470","0","0.0","3,900","13,373,510","3,425","3,495","3,400","34,700,000,000","0.00","10,000,000",,,
2085,150900,파수닷컴,"3,610","-60","-1.6","24,859","89,283,370","3,670","3,675","3,555","34,682,049,760","0.00","9,607,216",,,
2086,053160,프리엠스,"5,770","-70","-1.2","8,153","46,983,090","5,850","5,850","5,730","34,620,000,000","0.00","6,000,000",,,
2087,258540,스템랩,"19,900","-50","-0.2","241","4,426,750","18,100","19,900","18,000","34,586,001,000","0.00","1,737,990",,,
2088,012860,모베이스전자,"1,280","0","0.0","267,687","342,793,540","1,280","1,305","1,260","34,560,000,000","0.00","27,000,000",,,
2089,219130,타이거일렉,"5,470","0","0.0","28,523","156,844,140","5,590","5,590","5,400","34,539,166,300","0.00","6,314,290",,,
2090,275630,에스에스알,"5,960","10","0.2","18,954","112,007,210","5,950","5,980","5,800","34,535,583,560","0.00","5,794,561",,,
2091,086250,화신테크,"2,540","-20","-0.8","553,180","1,414,226,925","2,520","2,760","2,465","34,459,539,920","0.00","13,566,748",,,
