순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1414,140670,알에스오토메이션,"8,930","-40","-0.4","38,529","342,888,870","8,910","9,020","8,840","81,291,040,200","0.00","9,103,140",,,
1415,102210,해덕파워웨이,"1,100","0","0.0","0","0","0","0","0","81,066,045,500","0.00","73,696,405",,,
1416,006340,대원전선,"1,190","10","0.8","241,203","285,443,415","1,185","1,190","1,175","81,047,533,490","0.00","68,107,171",,,
1417,021820,세원정공,"8,090","0","0.0","0","0","0","0","0","80,900,000,000","0.00","10,000,000",,,
1418,027830,대성창투,"2,020","0","0.0","298,035","607,724,440","2,030","2,075","2,005","80,800,000,000","0.00","40,000,000",,,
1419,008800,행남사,"1,770","0","0.0","0","0","0","0","0","80,762,168,880","0.00","45,628,344",,,
1420,019010,베뉴지,"1,675","0","0.0","42,612","70,582,390","1,700","1,700","1,600","80,735,000,000","0.00","48,200,000",,,
1421,222420,쎄노텍,"2,010","5","0.2","99,217","198,870,380","2,005","2,015","1,995","80,717,931,750","0.00","40,158,175",,,
1422,043290,케이맥,"11,300","-100","-0.9","70,615","797,816,150","11,250","11,400","11,150","80,699,300,300","0.00","7,141,531",,,
1423,322180,티라유텍,"14,850","-650","-4.2","67,254","1,006,599,450","15,500","15,550","14,750","80,691,187,500","0.00","5,433,750",,,
1424,104200,NHN벅스,"5,440","-40","-0.7","7,346","39,706,050","5,490","5,490","5,320","80,661,872,000","0.00","14,827,550",,,
1425,234300,에스트래픽,"6,750","0","0.0","13,999","94,506,340","6,750","6,790","6,720","80,467,965,000","0.00","11,921,180",,,
1426,041440,에버다임,"4,490","-5","-0.1","6,692","29,927,920","4,495","4,525","4,450","80,442,588,560","0.00","17,915,944",,,
1427,215100,로보로보,"4,515","-25","-0.6","690,474","3,151,927,180","4,505","4,650","4,500","80,360,019,810","0.00","17,798,454",,,
1428,009770,삼정펄프,"32,100","200","0.6","203","6,477,450","31,900","32,100","31,850","80,249,069,100","0.00","2,499,971",,,
1429,001550,조비,"15,450","100","0.6","8,471","130,933,450","15,350","15,600","15,350","80,220,092,550","0.00","5,192,239",,,
1430,058860,KTis,"2,300","-5","-0.2","65,254","149,383,045","2,300","2,310","2,275","80,044,600,000","0.00","34,802,000",,,
1431,014570,고려제약,"7,270","70","1.0","78,262","562,555,950","7,200","7,270","7,130","79,970,000,000","0.00","11,000,000",,,
1432,187220,디티앤씨,"7,300","-60","-0.8","17,318","127,297,600","7,390","7,490","7,250","79,946,001,100","0.00","10,951,507",,,
1433,002230,피에스텍,"4,060","30","0.7","18,243","73,941,325","4,060","4,100","4,020","79,857,126,580","0.00","19,669,243",,,
1434,112240,에스에프씨,"1,815","0","0.0","0","0","0","0","0","79,827,028,710","0.00","43,981,834",,,
1435,008250,이건산업,"7,280","-10","-0.1","51,769","378,156,230","7,290","7,540","7,260","79,735,182,800","0.00","10,952,635",,,
1436,126600,코프라,"3,775","-20","-0.5","164,435","627,363,085","3,795","3,845","3,745","79,711,518,350","0.00","21,115,634",,,
1437,080720,한국유니온제약,"13,500","0","0.0","21,646","291,627,100","13,400","13,600","13,300","79,700,328,000","0.00","5,903,728",,,
1438,078650,코렌,"1,865","65","3.6","603,092","1,105,096,760","1,815","1,870","1,785","79,659,952,015","0.00","42,713,111",,,
1439,033130,디지틀조선,"2,145","-5","-0.2","129,340","277,694,285","2,155","2,160","2,135","79,612,247,715","0.00","37,115,267",,,
1440,024800,유성티엔에스,"2,925","-5","-0.2","32,518","95,001,585","2,905","2,960","2,900","79,599,721,500","0.00","27,213,580",,,
1441,012790,신일제약,"10,050","140","1.4","24,503","244,505,760","9,920","10,050","9,860","79,395,000,000","0.00","7,900,000",,,
1442,176750,듀켐바이오,"8,960","300","3.5","7,869","69,036,270","8,620","9,000","8,460","79,373,835,520","0.00","8,858,687",,,
1443,006140,피제이전자,"5,290","30","0.6","5,888","31,084,360","5,190","5,340","5,190","79,350,000,000","0.00","15,000,000",,,
1444,220100,퓨쳐켐,"13,800","50","0.4","13,884","191,625,500","13,600","14,100","13,550","79,338,118,200","0.00","5,749,139",,,
1445,002200,수출포장,"19,800","300","1.5","2,930","57,418,400","19,500","19,950","19,200","79,200,000,000","0.00","4,000,000",,,
1446,234920,자이글,"5,850","-60","-1.0","31,389","183,100,120","5,870","5,960","5,780","79,155,823,500","0.00","13,530,910",,,
1447,032680,소프트센,"2,355","110","4.9","1,213,345","2,797,413,430","2,215","2,365","2,215","79,071,011,355","0.00","33,575,801",,,
1448,224060,코디엠,"540","-6","-1.1","2,196,779","1,178,186,233","539","548","523","78,913,869,300","0.00","146,136,795",,,
1449,071280,로체시스템즈,"5,150","140","2.8","146,830","750,689,605","5,040","5,190","4,950","78,777,505,450","0.00","15,296,603",,,
1450,066590,우수AMS,"3,190","5","0.2","50,948","163,397,535","3,200","3,255","3,185","78,774,826,570","0.00","24,694,303",,,
1451,150840,인트로메딕,"3,350","80","2.4","2,564,122","8,703,659,305","3,320","3,525","3,275","78,653,243,000","0.00","23,478,580",,,
1452,049630,재영솔루텍,"1,080","50","4.8","3,234,163","3,494,990,470","1,035","1,110","1,030","78,618,510,360","0.00","72,794,917",,,
1453,118000,우리들휴브레인,"3,140","-255","-7.5","613,447","1,978,020,415","3,315","3,350","3,110","78,181,663,660","0.00","24,898,619",,,
1454,230980,솔트웍스,"6,050","440","7.8","365,662","2,198,333,070","5,600","6,150","5,560","77,993,212,000","0.00","12,891,440",,,
1455,043200,파루,"2,165","-20","-0.9","334,193","731,800,220","2,185","2,270","2,160","77,948,813,715","0.00","36,004,071",,,
1456,057540,옴니시스템,"1,915","-15","-0.8","559,954","1,073,471,050","1,930","1,955","1,900","77,900,313,725","0.00","40,679,015",,,
1457,109070,컨버즈,"2,540","-215","-7.8","1,399,372","3,779,509,790","2,785","2,930","2,510","77,684,350,600","0.00","30,584,390",,,
1458,105740,디케이락,"9,190","20","0.2","64,724","596,610,520","9,240","9,340","9,150","77,654,691,280","0.00","8,449,912",,,
1459,123570,이엠넷,"3,485","-5","-0.1","93,117","322,102,280","3,465","3,495","3,415","77,632,131,830","0.00","22,276,078",,,
1460,106190,하이텍팜,"10,950","50","0.5","2,581","27,896,150","10,950","11,000","10,750","77,622,162,900","0.00","7,088,782",,,
1461,033540,파라텍,"4,570","-50","-1.1","31,242","143,088,215","4,645","4,645","4,570","77,615,463,300","0.00","16,983,690",,,
1462,149980,하이로닉,"5,500","80","1.5","90,095","491,348,270","5,440","5,520","5,400","77,549,972,500","0.00","14,099,995",,,
1463,023460,CNH,"2,080","-80","-3.7","511,769","1,074,831,605","2,145","2,155","2,060","77,376,000,000","0.00","37,200,000",,,
1464,003480,한진중공업홀딩스,"2,620","-5","-0.2","9,412","24,576,210","2,650","2,650","2,590","77,368,107,440","0.00","29,529,812",,,
1465,290120,대유에이피,"7,100","180","2.6","76,034","534,277,990","6,970","7,250","6,890","77,276,400,000","0.00","10,884,000",,,
1466,066360,체리부로,"2,765","45","1.6","76,441","210,455,485","2,725","2,830","2,700","77,067,100,285","0.00","27,872,369",,,
1467,041650,상신브레이크,"3,580","-65","-1.8","84,963","305,034,955","3,645","3,645","3,570","76,867,791,000","0.00","21,471,450",,,
1468,049080,기가레인,"1,470","-15","-1.0","184,315","271,938,250","1,490","1,505","1,450","76,845,896,400","0.00","52,276,120",,,
1469,222110,팬젠,"7,970","-70","-0.9","4,146","32,836,670","8,000","8,000","7,860","76,844,994,570","0.00","9,641,781",,,
1470,069540,라이트론,"5,420","0","0.0","0","0","0","0","0","76,790,652,140","0.00","14,168,017",,,
1471,242040,나무기술,"2,635","-5","-0.2","148,227","390,292,010","2,650","2,680","2,610","76,778,155,700","0.00","29,137,820",,,
1472,005010,휴스틸,"10,050","0","0.0","4,319","43,392,400","10,100","10,100","10,000","76,597,763,400","0.00","7,621,668",,,
1473,118990,모트렉스,"2,810","15","0.5","45,071","125,283,145","2,770","2,850","2,750","76,574,031,450","0.00","27,250,545",,,
1474,010280,쌍용정보통신,"1,890","-50","-2.6","777,609","1,480,423,210","2,005","2,030","1,850","76,477,024,260","0.00","40,464,034",,,
1475,045660,에이텍,"9,220","40","0.4","58,933","540,819,370","9,240","9,260","9,090","76,157,200,000","0.00","8,260,000",,,
1476,041930,동아화성,"4,810","10","0.2","31,405","150,924,830","4,790","4,870","4,765","75,998,000,000","0.00","15,800,000",,,
1477,241820,피씨엘,"7,980","70","0.9","11,987","95,002,130","8,000","8,020","7,850","75,959,202,060","0.00","9,518,697",,,
1478,036180,영인프런티어,"4,315","160","3.8","843,630","3,606,158,490","4,155","4,345","4,150","75,945,471,415","0.00","17,600,341",,,
1479,095500,미래나노텍,"3,260","-60","-1.8","27,148","89,172,070","3,330","3,350","3,255","75,923,877,580","0.00","23,289,533",,,
1480,053450,세코닉스,"6,430","80","1.3","73,590","465,948,720","6,350","6,430","6,280","75,895,096,830","0.00","11,803,281",,,
1481,219420,링크제니시스,"7,560","-90","-1.2","54,069","410,941,620","7,650","7,690","7,550","75,600,000,000","0.00","10,000,000",,,
1482,156100,엘앤케이바이오,"7,010","0","0.0","0","0","0","0","0","75,558,939,360","0.00","10,778,736",,,
1483,001380,SG충방,"1,680","-15","-0.9","234,427","396,588,115","1,700","1,715","1,675","75,539,760,240","0.00","44,964,143",,,
1484,227610,아우딘퓨쳐스,"7,550","-40","-0.5","34,442","260,727,910","7,650","7,680","7,500","75,500,000,000","0.00","10,000,000",,,
1485,133820,화인베스틸,"2,550","-50","-1.9","280,997","714,033,055","2,585","2,600","2,510","75,352,500,000","0.00","29,550,000",,,
1486,051380,피씨디렉트,"9,870","-1,280","-11.5","1,789,962","17,852,276,020","11,100","11,250","9,430","75,303,520,320","0.00","7,629,536",,,
1487,241840,에이스토리,"8,080","-160","-1.9","87,060","704,861,310","8,210","8,250","8,000","75,291,379,200","0.00","9,318,240",,,
1488,012280,영화금속,"1,655","5","0.3","475,742","793,093,345","1,650","1,695","1,635","75,221,414,930","0.00","45,451,006",,,
1489,084730,팅크웨어,"7,210","-90","-1.2","6,545","47,256,370","7,340","7,340","7,020","75,169,167,220","0.00","10,425,682",,,
1490,264660,씨앤지하이테크,"8,940","420","4.9","251,399","2,185,914,150","8,580","8,940","8,470","75,144,991,200","0.00","8,405,480",,,
1491,037270,YG PLUS,"1,290","-30","-2.3","281,690","371,325,350","1,320","1,345","1,285","75,040,208,160","0.00","58,170,704",,,
1492,148250,알엔투테크놀로지,"10,650","0","0.0","17,321","183,332,800","10,650","10,750","10,500","74,947,426,050","0.00","7,037,317",,,
1493,083550,케이엠,"7,380","-10","-0.1","19,908","147,374,400","7,390","7,450","7,360","74,849,214,600","0.00","10,142,170",,,
1494,163560,동일고무벨트,"5,600","-20","-0.4","10,032","56,378,380","5,640","5,660","5,600","74,760,000,000","0.00","13,350,000",,,
1495,016790,현대사료,"12,150","50","0.4","9,499","115,406,750","12,100","12,200","12,100","74,728,404,900","0.00","6,150,486",,,
1496,046210,파나진,"2,325","-10","-0.4","10,937","25,414,760","2,335","2,350","2,310","74,717,734,500","0.00","32,136,660",,,
1497,100660,서암기계공업,"5,900","40","0.7","49,872","294,524,420","5,860","5,960","5,820","74,340,000,000","0.00","12,600,000",,,
1498,097800,윈팩,"1,995","-10","-0.5","529,206","1,050,465,095","2,015","2,020","1,935","74,315,515,575","0.00","37,250,885",,,
1499,017510,세명전기,"4,865","110","2.3","110,506","530,952,630","4,770","4,885","4,730","74,171,790,000","0.00","15,246,000",,,
1500,033250,체시스,"3,090","135","4.6","576,643","1,740,307,900","2,955","3,090","2,910","74,160,000,000","0.00","24,000,000",,,
1501,192250,케이사인,"1,145","20","1.8","193,001","218,512,170","1,125","1,145","1,120","74,048,589,265","0.00","64,671,257",,,
1502,048430,유라테크,"6,420","330","5.4","1,277,725","8,338,808,650","6,180","6,760","6,100","73,958,400,000","0.00","11,520,000",,,
1503,133750,메가엠디,"3,200","20","0.6","287,032","914,398,170","3,170","3,225","3,135","73,910,646,400","0.00","23,097,077",,,
1504,005860,한일사료,"1,875","-5","-0.3","144,606","272,087,060","1,895","1,900","1,870","73,881,909,375","0.00","39,403,685",,,
1505,044480,바이오제네틱스,"5,710","-180","-3.1","180,146","1,032,762,420","5,890","5,960","5,640","73,862,955,490","0.00","12,935,719",,,
1506,078140,대봉엘에스,"6,660","40","0.6","7,540","50,231,900","6,670","6,710","6,620","73,836,616,140","0.00","11,086,579",,,
1507,014190,원익큐브,"2,085","0","0.0","118,747","248,090,250","2,100","2,120","2,075","73,808,804,010","0.00","35,399,906",,,
1508,027970,세하,"2,495","-115","-4.4","315,951","806,904,670","2,640","2,680","2,495","73,759,677,515","0.00","29,562,997",,,
1509,049430,코메론,"8,150","60","0.7","17,858","144,794,520","8,090","8,200","8,040","73,741,200,000","0.00","9,048,000",,,
1510,047920,씨트리,"5,320","-20","-0.4","116,390","619,152,480","5,340","5,380","5,260","73,673,344,360","0.00","13,848,373",,,
1511,104620,노랑풍선,"15,450","200","1.3","11,616","178,639,350","15,300","15,650","15,100","73,629,292,500","0.00","4,765,650",,,
1512,083420,그린케미칼,"3,680","-30","-0.8","74,539","273,082,800","3,710","3,715","3,630","73,600,000,000","0.00","20,000,000",,,
1513,025550,한국선재,"3,000","40","1.4","142,760","425,531,290","2,955","3,020","2,950","73,566,762,000","0.00","24,522,254",,,
1514,134780,화진,"3,060","0","0.0","0","0","0","0","0","73,560,710,880","0.00","24,039,448",,,
1515,155660,DSR,"4,590","-170","-3.6","438,673","2,060,541,845","4,720","4,820","4,570","73,440,000,000","0.00","16,000,000",,,
1516,217620,디딤,"1,980","-45","-2.2","221,269","439,703,490","2,005","2,025","1,975","73,263,771,900","0.00","37,001,905",,,
1517,013360,일성건설,"1,355","25","1.9","277,310","370,727,560","1,340","1,355","1,325","73,203,712,400","0.00","54,024,880",,,
1518,044060,조광ILI,"7,400","-180","-2.4","87,547","651,659,710","7,650","7,650","7,340","73,153,854,400","0.00","9,885,656",,,
1519,023800,인지컨트롤스,"4,825","10","0.2","44,289","212,656,850","4,810","4,835","4,770","73,147,617,600","0.00","15,160,128",,,
1520,021040,대호피앤씨,"999","3","0.3","131,592","131,467,740","993","1,005","993","73,039,713,174","0.00","73,112,826",,,
1521,004720,우리들제약,"6,250","-100","-1.6","107,612","669,639,260","6,350","6,350","6,150","73,037,656,250","0.00","11,686,025",,,
1522,050320,에이앤티앤,"3,220","0","0.0","0","0","0","0","0","72,970,870,420","0.00","22,661,761",,,
1523,090370,메타랩스,"1,390","0","0.0","239,860","332,047,990","1,390","1,395","1,365","72,709,490,540","0.00","52,308,986",,,
1524,272110,케이엔제이,"11,550","350","3.1","321,916","3,765,467,750","11,300","12,050","11,300","72,596,739,600","0.00","6,285,432",,,
1525,047560,이스트소프트,"7,330","-20","-0.3","23,443","173,081,110","7,450","7,470","7,320","72,562,602,000","0.00","9,899,400",,,
1526,311390,네오크레마,"10,000","-450","-4.3","550,280","5,668,404,050","10,600","10,700","9,970","72,560,000,000","0.00","7,256,000",,,
1527,006090,사조오양,"7,700","-30","-0.4","9,126","70,186,080","7,640","7,740","7,640","72,555,090,300","0.00","9,422,739",,,
1528,119850,지엔씨에너지,"4,450","115","2.6","269,548","1,218,763,815","4,350","4,450","4,340","72,516,434,600","0.00","16,295,828",,,
1529,079970,투비소프트,"2,710","-15","-0.6","111,893","304,780,925","2,735","2,780","2,700","72,365,089,350","0.00","26,702,985",,,
1530,043340,에쎈테크,"1,005","-10","-1.0","290,384","293,679,131","1,015","1,030","1,000","72,360,000,000","0.00","72,000,000",,,
1531,071670,에이테크솔루션,"7,230","30","0.4","17,258","124,597,850","7,230","7,290","7,150","72,300,000,000","0.00","10,000,000",,,
1532,049720,고려신용정보,"5,030","10","0.2","16,217","81,400,440","5,020","5,050","5,000","71,929,000,000","0.00","14,300,000",,,
1533,065940,바이오빌,"1,635","0","0.0","0","0","0","0","0","71,919,049,110","0.00","43,987,186",,,
1534,023770,플레이위드,"16,850","-250","-1.5","22,569","382,907,850","17,300","17,300","16,850","71,837,228,450","0.00","4,263,337",,,
1535,002410,범양건영,"2,890","0","0.0","8,163,183","23,990,861,810","2,930","3,145","2,850","71,763,936,680","0.00","24,831,812",,,
1536,140610,엔솔바이오사이언스,"8,290","20","0.2","695","5,751,660","8,300","8,300","8,000","71,439,323,700","0.00","8,617,530",,,
1537,024120,KB오토시스,"6,200","50","0.8","1,537","9,510,040","6,170","6,230","6,150","71,300,000,000","0.00","11,500,000",,,
1538,024950,삼천리자전거,"5,370","70","1.3","34,384","183,474,770","5,300","5,370","5,290","71,279,108,490","0.00","13,273,577",,,
1539,041920,메디아나,"8,230","240","3.0","52,521","426,986,410","7,990","8,240","7,990","71,193,582,080","0.00","8,650,496",,,
1540,950130,엑세스바이오,"2,115","-30","-1.4","49,597","105,725,120","2,145","2,165","2,110","71,016,748,785","0.00","33,577,659",,,
1541,143540,영우디에스피,"2,350","225","10.6","3,877,062","8,811,649,145","2,130","2,420","2,080","70,954,741,450","0.00","30,193,507",,,
1542,253840,수젠텍,"5,480","-170","-3.0","249,149","1,378,175,340","5,650","5,700","5,460","70,834,512,880","0.00","12,926,006",,,
1543,032850,비트컴퓨터,"4,260","30","0.7","66,174","282,533,275","4,230","4,310","4,180","70,815,228,180","0.00","16,623,293",,,
1544,302550,리메드,"12,150","250","2.1","239,809","2,955,923,550","11,900","12,600","11,800","70,748,915,400","0.00","5,822,956",,,
1545,050120,라이브플렉스,"854","-16","-1.8","1,690,094","1,428,732,742","870","880","835","70,691,326,566","0.00","82,776,729",,,
1546,250060,모비스,"2,195","-35","-1.6","135,384","300,142,105","2,220","2,255","2,195","70,616,034,230","0.00","32,171,314",,,
